,Age,identity_attack
41821,45,7.065719546517357e-05
41824,23,0.0011940371477976
41825,43,0.0001826880616135
41826,21,8.317609899677336e-05
41827,20,0.0001614416978554
41830,54,5.948557372903451e-05
41831,21,0.0001964499533642
41835,21,0.0001119522348744
41836,23,0.0005391979357227
41848,23,0.0023329763207584
41852,46,0.0001950783916981
41854,24,9.462823800276964e-05
41860,16,8.106466702884063e-05
41862,12,0.0001342564355581
41864,24,0.0002629669033922
41869,22,0.0001533499307697
41871,44,9.530806710245088e-05
41872,20,0.0001434872247045
41873,56,0.0001183867570944
41877,45,8.109181362669915e-05
41880,24,0.0001545912527944
41881,54,7.176391227403656e-05
41882,21,7.72355415392667e-05
41883,23,0.0001713786186883
41885,45,0.0072225234471261
41886,67,8.066384179983288e-05
41887,23,0.0001221118145622
41888,55,6.709032459184527e-05
41889,55,0.0003102612681686
41892,21,0.0001888318511191
41897,25,7.353894034167752e-05
41902,34,0.0002361972728976
41906,24,7.846826338209212e-05
41925,33,9.158119792118669e-05
41926,40,0.0001023767472361
41927,40,0.0001005383091978
41928,33,7.929433922981843e-05
41929,33,8.676482684677467e-05
41930,33,8.72581877047196e-05
41939,29,0.0015941216843202
41941,29,0.0024638788308948
41943,26,0.0012848085025325
41946,34,0.0001343713229289
41949,31,8.26367613626644e-05
41950,31,0.0003404217131901
41951,47,7.63934658607468e-05
41952,33,8.911966870073229e-05
41953,40,0.0003633705491665
41954,47,0.0001201616905746
41955,40,0.0008257396984845
41961,20,0.0099432133138179
41962,20,5.507997775566764e-05
41963,61,7.34650602680631e-05
41966,26,0.000277787738014
41970,45,9.22408071346581e-05
41976,20,0.0007058621849864
41977,40,0.0001104233742807
41978,40,0.0001438187027815
41979,33,8.392173913307488e-05
41980,20,0.000352783332346
41982,20,0.001445249072276
41986,21,7.586408901261166e-05
41993,26,6.392745854100212e-05
41997,24,6.824627780588344e-05
41998,23,0.0001339477457804
42000,40,0.0002442901022732
42001,22,0.0084293577820062
42005,21,0.0010266985045745
42006,40,8.184741454897448e-05
42007,21,6.71542074996978e-05
42009,40,7.651660416740924e-05
42010,21,9.092682012123988e-05
42012,40,7.215711957542226e-05
42014,22,0.0001322108000749
42015,40,9.398909605806692e-05
42017,12,6.95187845849432e-05
42018,34,0.0001003655997919
42019,21,0.0011764881201088
42020,21,7.328468200284988e-05
42021,23,6.280907109612599e-05
42022,23,0.0007045483216643
42025,45,0.000168592785485
42026,24,7.74098516558297e-05
42028,52,0.0001946198608493
42031,22,8.179489668691531e-05
42032,12,0.0001547984866192
42033,23,8.240249735536054e-05
42035,26,9.81014600256458e-05
42037,22,8.162207814166322e-05
42040,33,7.752257806714624e-05
42041,20,0.0009451461955904
42043,20,0.0004995571798644
42044,20,8.872401667758822e-05
42045,61,0.0001093122264137
42053,61,0.000197271714569
42056,54,5.84496847295668e-05
42058,12,7.017023744992912e-05
42060,12,6.814741936977953e-05
42065,54,9.79239703156054e-05
42069,23,0.0542421303689479
42079,21,0.0019137264462187
42080,34,5.985932148178108e-05
42082,21,7.740283763268963e-05
42088,12,0.0002379667566856
42090,21,6.288506119744852e-05
42091,20,5.868833977729082e-05
42092,20,7.736380212008953e-05
42096,24,7.64442520448938e-05
42097,23,0.0002725051308516
42100,21,9.219201456289738e-05
42103,54,7.101330993464217e-05
42109,69,0.0431068278849124
42134,33,8.239463932113722e-05
42135,40,0.0001248550106538
42136,40,0.0003338731185067
42141,33,7.862570782890543e-05
42145,21,9.461731679039076e-05
42146,45,0.0001181089392048
42147,45,0.0005494352080859
42148,29,6.259118526941165e-05
42149,26,0.001069723861292
42155,31,9.281485108658671e-05
42157,22,0.000115526279842
42160,18,0.000219328678213
42161,26,9.5252828032244e-05
42163,12,8.588017954025418e-05
42170,23,0.00040845546755
42176,24,0.0001021664866129
42178,24,6.498836592072621e-05
42182,20,9.750086610438302e-05
42184,52,0.0001883632212411
42185,20,9.575772855896504e-05
42187,33,9.0592926426325e-05
42188,20,7.538704085163772e-05
42190,40,0.0001235702511621
42191,33,6.754308560630307e-05
42192,34,0.0012887131888419
42193,20,6.880419823573902e-05
42197,36,0.0003599252959247
42198,36,7.254195224959403e-05
42200,20,0.0215014591813087
42204,22,6.703980034217238e-05
42206,20,0.0001193411153508
42208,12,7.772028766339645e-05
42209,20,0.0003535252180881
42210,21,0.0003467130882199
42211,40,7.866726082284003e-05
42213,40,7.316345727303997e-05
42215,40,5.972487269900739e-05
42217,40,6.293005571933463e-05
42218,40,0.0012021128786727
42224,21,9.277061326429248e-05
42226,21,0.0003176053578499
42227,21,7.207775342976674e-05
42229,40,0.0001044118689605
42230,21,0.0001393257844028
42231,12,6.808149191783741e-05
42235,12,8.857506327331066e-05
42236,26,0.0001685797615209
42237,21,6.816288805566728e-05
42238,21,9.51817346503958e-05
42239,69,0.0001715674588922
42244,21,0.0001959045039257
42245,22,9.52294867602177e-05
42246,33,7.679291593376547e-05
42247,24,8.048413292272016e-05
42248,21,0.000172407089849
42249,33,8.056905789999291e-05
42250,21,9.391133789904416e-05
42252,33,6.808370380895212e-05
42253,21,6.581535853911191e-05
42254,33,9.240535291610286e-05
42256,20,7.480513158952817e-05
42257,21,0.0025475427974015
42258,21,9.66061052167788e-05
42261,23,0.0001138919105869
42262,25,0.0001164897912531
42265,23,9.357192175230011e-05
42267,25,0.0112867429852485
42273,49,0.0022804019972682
42274,20,5.62683999305591e-05
42275,23,8.608770440332592e-05
42280,22,7.366036152234301e-05
42282,49,0.0002273111022077
42286,21,0.0001133539699367
42296,36,0.0001648406905587
42297,36,0.0002675366413313
42298,36,0.0002597544225864
42299,36,9.47009029914625e-05
42301,49,0.0002239916066173
42303,54,7.662474672542885e-05
42304,23,0.0014075273647904
42307,40,7.568337605334818e-05
42308,49,6.726841820636764e-05
42312,12,0.0001061875955201
42316,40,0.0068231341429054
42317,40,0.0010167515138164
42318,40,7.038798503344879e-05
42319,21,6.663215026492253e-05
42320,61,0.0001912029256345
42326,43,0.0001503559324191
42328,34,9.574567229719833e-05
42330,23,0.0340835861861705
42332,21,0.0003111707046627
42333,46,0.0016663776477798
42338,20,7.012408605078235e-05
42339,21,7.283050945261493e-05
42342,21,7.961718802107498e-05
42350,54,9.476088598603384e-05
42352,44,0.0002244801580673
42353,70,0.0001402765192324
42354,24,7.545544212916866e-05
42356,34,6.908466457389295e-05
42364,24,6.043754547135904e-05
42365,26,0.0008309602271765
42366,23,5.569148561335169e-05
42374,13,0.0003044611657969
42389,35,0.0001712089142529
42390,25,0.0012346591101959
42398,33,0.0001579092495376
42401,21,7.173224003054202e-05
42402,29,0.0002618665457703
42404,21,0.00085819454398
42406,31,0.0227098651230335
42408,26,0.0623789690434932
42409,26,6.885473703732714e-05
42410,26,0.0026706731878221
42416,20,0.0002095577510772
42417,55,0.0005908472230657
42419,22,8.162628364516422e-05
42441,20,0.0001185579167213
42447,22,6.00447274337057e-05
42448,34,7.127763092285022e-05
42450,21,8.837705536279827e-05
42452,21,9.851027425611392e-05
42454,20,0.0007797501748427
42455,20,7.568098953925073e-05
42458,40,7.491834549000487e-05
42459,20,6.761390977771953e-05
42466,24,0.0992695763707161
42468,40,0.0001264526363229
42469,40,6.287954602157697e-05
42473,20,0.0001120217493735
42474,69,0.0001726920600049
42475,21,0.0001364023628411
42476,20,0.000254422368016
42480,20,9.725311974762008e-05
42483,24,7.298617856577039e-05
42485,22,9.766891889739782e-05
42487,21,9.056044655153528e-05
42488,69,0.0001789182424545
42489,21,0.0001846147933974
42490,69,7.131033635232598e-05
42491,21,8.754456212045625e-05
42492,23,0.0019710399210453
42493,21,7.202457345556468e-05
42494,21,6.634986493736506e-05
42495,21,0.0001121866953326
42496,21,0.0001069428253686
42498,21,6.393648072844371e-05
42504,69,6.846091855550185e-05
42514,38,0.0047774529084563
42517,45,6.964293424971402e-05
42521,21,7.804722554283217e-05
42522,69,7.787741924403235e-05
42525,26,7.37023729016073e-05
42526,36,0.0001496936019975
42527,23,0.0001489067653892
42529,36,7.474223821191117e-05
42531,36,6.419907003873959e-05
42535,36,6.461919110734016e-05
42538,36,7.459668995579705e-05
42541,22,8.647440699860454e-05
42543,45,7.06581340637058e-05
42544,23,0.001239639474079
42547,61,0.0037372573278844
42548,36,0.0001418739411747
42551,21,0.0001053767045959
42553,45,0.0042828973382711
42556,45,8.35976970847696e-05
42557,21,0.0001538545038783
42567,21,0.0001536375348223
42571,54,9.249360300600527e-05
42574,23,0.000349777546944
42576,21,0.0001565178245073
42578,20,0.0001980678352992
42579,21,9.153187420452014e-05
42580,20,0.0003777243255171
42581,31,0.0002751919964794
42582,26,0.0003031441592611
42583,31,0.0001479655329603
42584,24,0.0012797120725736
42585,63,8.97078134585172e-05
42586,30,6.667333946097642e-05
42587,30,6.977309385547414e-05
42588,63,0.0002327043475816
42589,31,0.0001098214561352
42590,23,8.063654240686446e-05
42591,24,8.401318336836994e-05
42592,54,6.440344441216439e-05
42593,69,0.0001267886400455
42599,46,7.97096363385208e-05
42604,29,8.846001583151519e-05
42614,26,7.221025589387864e-05
42617,40,0.0001763729233061
42618,40,0.0016542366938665
42620,26,9.08344445633702e-05
42625,36,8.539363625459373e-05
42629,33,6.849408964626491e-05
42630,33,8.687668014317751e-05
42631,33,6.575118459295481e-05
42633,33,0.000101868812635
42634,46,8.819763752399012e-05
42647,24,7.087752601364627e-05
42649,26,6.652041338384151e-05
42656,20,0.0006163635407574
42660,20,0.0001870541746029
42663,31,0.0001056102919392
42666,20,0.0006556547596119
42672,26,6.108860543463379e-05
42680,22,7.444767106790096e-05
42684,24,7.53314234316349e-05
42690,34,0.0024680334609001
42691,23,6.940995808690786e-05
42694,20,8.786152466200292e-05
42699,69,0.0001384927745675
42702,21,0.000150995561853
42705,20,7.426083902828395e-05
42706,22,8.288188109872863e-05
42709,20,7.916906179161742e-05
42712,21,7.095712498994544e-05
42714,69,0.0002432892069919
42716,21,0.0004043255758006
42717,21,0.0001061587390722
42719,21,0.0009921956807374
42720,21,0.000132769710035
42721,21,0.0002447201986797
42722,21,0.0009591833222657
42723,45,6.347955786623061e-05
42725,21,8.893671474652365e-05
42726,45,8.428328146692365e-05
42728,45,7.632269262103364e-05
42729,45,8.917050581658259e-05
42732,23,0.000249802309554
42738,36,0.0001579255185788
42739,36,0.0002245993964606
42740,36,9.269633301300928e-05
42741,36,0.0007390019600279
42742,36,0.0002659375313669
42748,69,0.0008102892315946
42749,21,0.0002802230010274
42751,22,8.745645027374849e-05
42754,45,9.364859579363838e-05
42758,21,8.098177204374224e-05
42759,21,6.637827755184844e-05
42760,21,5.9209334722254425e-05
42761,21,9.2351358034648e-05
42762,21,0.0032784470822662
42763,21,7.75834487285465e-05
42765,20,9.739454981172456e-05
42772,40,0.0003103630442637
42774,40,0.0001316133275395
42777,21,6.660623330390081e-05
42779,23,9.130634134635328e-05
42782,52,0.0001013432847685
42784,23,0.0010552463354542
42786,40,7.777410792186856e-05
42788,61,0.0001681886496953
42789,21,0.0064178444445133
42791,24,0.0001210009286296
42792,21,6.507457146653906e-05
42793,21,0.0005103734438307
42795,21,7.700447895331308e-05
42796,21,8.495058864355087e-05
42798,20,0.0001236784737557
42801,20,0.0002589549694675
42802,54,0.0001101486850529
42803,45,0.0001048304839059
42804,40,6.763460987713188e-05
42806,23,9.461587615078316e-05
42808,45,9.928774670697749e-05
42810,69,9.201889770338312e-05
42814,36,6.326170114334673e-05
42815,21,0.0001453010627301
42816,25,6.729369488311931e-05
42818,25,0.0001118141808547
42819,25,0.0002095191885018
42820,24,0.0001920259965118
42821,24,0.0002416114293737
42822,25,0.0001118141808547
42827,12,0.0002201560564571
42830,21,0.0001043848897097
42831,54,7.167192961787805e-05
42833,24,0.0001068558703991
42836,25,5.8177978644380346e-05
42837,20,0.000250603101449
42838,20,0.000854589859955
42839,23,0.000206851385883
42843,69,9.887703345157206e-05
42844,54,7.062876102281734e-05
42845,23,0.0001916727778734
42846,34,0.0001660582638578
42851,26,0.0001022214491968
42856,24,6.614227459067479e-05
42859,23,0.0001257598778465
42865,40,8.326410898007452e-05
42866,40,0.0001627671299502
42868,40,9.812354255700484e-05
42880,25,0.0006357778329402
42883,24,0.0005770488642156
42886,21,0.000140340605867
42892,45,9.921818127622828e-05
42893,26,0.0017576923128217
42898,21,0.0015391778433695
42899,21,8.530370541848242e-05
42903,55,0.0040136943571269
42905,61,6.614921585423872e-05
42909,26,6.365863373503089e-05
42910,24,0.0001342554169241
42919,30,0.0027533061802387
42920,44,0.0003504758351482
42925,34,0.0002128400519723
42927,69,0.00012592956773
42928,23,0.0001686252653598
42929,24,7.080902287270874e-05
42930,24,8.047238225117326e-05
42933,23,0.0024334082845598
42938,20,0.0001931398728629
42940,20,0.0001613062922842
42941,21,0.0005509948823601
42952,21,0.0004127005231566
42954,21,0.000212802508031
42955,23,9.573197894496845e-05
42957,46,0.0019226849544793
42959,69,0.0027156027499586
42960,45,8.181455632438883e-05
42962,45,0.000189704762306
42970,26,0.0001192840063595
42972,26,0.0001637275563552
42974,26,0.0003607444232329
42979,22,0.0001230129855684
42981,21,0.0003497353754937
42991,45,0.0003320029645692
42995,31,0.0001223702420247
42996,45,0.0001027580001391
42998,45,8.723854989511892e-05
43004,21,6.941855826880783e-05
43008,24,0.0005309175467118
43009,40,0.0001276574912481
43010,40,0.0022257829550653
43013,23,0.0001517488708486
43014,22,0.0003358431567903
43015,40,6.613508594455197e-05
43017,36,0.0048243640922009
43018,21,0.0001030697749229
43020,36,8.922851702664047e-05
43022,36,5.8965182688552886e-05
43024,36,0.0002630338422022
43025,23,0.000160210445756
43027,36,8.973485819296911e-05
43028,21,8.195081318262964e-05
43030,22,0.0001346121571259
43032,21,9.670491272117944e-05
43034,21,6.455538095906377e-05
43038,24,0.0007704458548687
43044,34,0.0001176997975562
43049,26,9.393587242811918e-05
43050,26,0.0010937518673017
43052,26,0.0001118141808547
43055,54,8.5456769738812e-05
43056,21,0.0001180695253424
43063,40,7.032055873423815e-05
43067,54,6.545046926476061e-05
43068,22,7.581622048746794e-05
43069,21,0.0009347141021862
43070,12,9.169305121758951e-05
43075,25,0.0001085614057956
43076,25,6.158444011816755e-05
43078,25,7.403980271192268e-05
43081,20,0.0001715641701593
43083,20,0.0001589431194588
43084,21,0.0001071613733074
43086,35,0.0001269312633667
43087,63,7.002218626439571e-05
43095,24,8.94342374522239e-05
43096,21,0.0001594422210473
43100,63,0.0377332419157028
43102,20,8.638802682980895e-05
43103,20,0.0001530936715425
43105,45,0.0073571251705288
43106,25,0.0001019744595396
43119,25,7.775823905831203e-05
43120,20,8.941633132053539e-05
43121,21,6.174279405968264e-05
43123,20,6.315495556918904e-05
43124,20,0.0001115724153351
43125,21,0.0002168076462112
43128,25,0.000321705098031
43129,25,0.0010259901173412
43132,25,0.0001254460803465
43136,21,8.661767787998542e-05
43138,57,0.0007774264086037
43139,57,0.0002570995711721
43143,26,5.609700383502059e-05
43144,26,0.0002083509898511
43145,22,0.0001734167744871
43146,26,0.000150154766743
43147,26,9.500472515355796e-05
43148,21,0.0006073029944673
43150,21,0.000504387600813
43152,21,0.0069214324466884
43158,26,0.0003833661903627
43160,34,0.0001760598970577
43162,26,0.0010312412632629
43169,24,6.767970626242459e-05
43174,32,0.0002630456583574
43177,32,8.552597864763811e-05
43179,30,0.0001717481500236
43183,30,0.0002982864389196
43185,30,0.0001563394325785
43186,26,9.367994061904028e-05
43188,23,9.393354412168264e-05
43194,22,8.735409210203215e-05
43195,20,0.0014737913152202
43196,24,6.569753168150783e-05
43197,40,0.0001027156758937
43198,40,8.884576527634636e-05
43199,40,0.0019217381486669
43200,20,0.0027040087152272
43205,40,0.0002478859678376
43208,24,0.0001198847166961
43210,40,7.96873719082214e-05
43211,40,0.0001017569666146
43213,21,0.0001168053495348
43218,34,0.0001741247688187
43219,33,0.0001657606917433
43220,21,6.668872811133042e-05
43221,33,8.755658200243488e-05
43224,26,8.827446436043829e-05
43225,45,0.0001518338249297
43226,45,7.096178887877613e-05
43227,45,5.889853127882816e-05
43228,22,6.942034815438092e-05
43231,21,7.785722118569538e-05
43234,21,9.584981307853012e-05
43235,36,9.522685286356136e-05
43236,36,7.584000559290871e-05
43239,26,0.0001239540433743
43240,23,0.0001482392253819
43246,21,0.0012177791213616
43247,21,0.0007562714163213
43248,21,7.311909575946629e-05
43249,69,0.0001117022839025
43251,21,0.0002643756743054
43253,21,8.047599112614989e-05
43254,21,0.0001348725927527
43260,45,0.0002097078540828
43263,21,0.0201297849416732
43264,22,6.273424514802173e-05
43268,45,0.0002071948547381
43269,30,0.0001573012123117
43270,45,7.515383185818791e-05
43274,30,9.222163498634472e-05
43275,30,0.0002016364596784
43277,30,0.0001091725425794
43279,30,0.0001583046978339
43280,21,0.0001197292222059
43281,21,0.0001375614665448
43282,44,6.520352326333523e-05
43284,30,0.00093211280182
43285,21,6.195051537360996e-05
43287,30,0.0001286507467739
43290,24,0.0001092906531994
43294,69,0.0002859183878172
43295,21,0.0003140574845019
43296,21,0.0001220725825987
43300,45,6.268114520935342e-05
43302,45,6.948876398382708e-05
43303,25,8.35388054838404e-05
43307,38,0.0017229550285264
43313,54,0.0002567504998296
43314,21,8.775167225394398e-05
43327,12,8.44486930873245e-05
43333,30,0.0002298557665199
43335,30,0.0001187530797324
43337,63,0.0001857074530562
43338,63,7.08744119037874e-05
43340,21,7.147235737647861e-05
43343,21,6.13579322816804e-05
43345,30,0.0003450429358053
43346,30,0.0001951100130099
43347,30,0.0001780591119313
43349,63,6.918593862792477e-05
43350,54,7.070699939504266e-05
43351,30,0.0001626254961593
43352,30,0.0002391638845438
43353,30,0.0001419130421709
43354,25,0.0001205771768582
43356,63,0.0001033077060128
43357,34,7.478444604203105e-05
43358,61,0.0001150379830505
43359,24,0.000108400650788
43361,23,0.0001320535666309
43401,26,6.546844815602526e-05
43402,22,6.461148586822674e-05
43405,21,6.0763191868318245e-05
43406,45,6.747265433659777e-05
43407,40,0.0001806969958124
43414,26,8.177345443982631e-05
43416,31,0.0001331282255705
43420,26,0.0007351078675128
43423,30,0.000157651680638
43424,30,0.0002886562724597
43425,30,7.839989848434925e-05
43426,29,0.0002729190746322
43427,30,0.0002682891208678
43428,30,0.0001728073402773
43429,30,0.0001669369812589
43434,33,5.839085133629851e-05
43440,33,9.092612162930892e-05
43443,33,7.064358214847744e-05
43444,33,8.085567969828844e-05
43449,21,8.410921145696193e-05
43450,24,7.031331915641204e-05
43451,21,0.0001106472627725
43453,40,0.0001234692026628
43456,40,9.265267726732418e-05
43457,40,6.856479740235955e-05
43458,40,9.936645074049012e-05
43460,26,0.0001302000600844
43462,26,9.402388241142036e-05
43463,26,0.0002372807502979
43464,45,9.090003732126206e-05
43465,26,9.13787298486568e-05
43466,45,0.0003208548296242
43467,63,7.332507811952382e-05
43471,63,8.680496830493212e-05
43476,36,6.470866355812177e-05
43477,21,0.0017285310896113
43478,44,7.890120468800887e-05
43479,40,8.509124745614827e-05
43480,63,6.784668221371248e-05
43481,20,0.000570677279029
43482,20,0.000570677279029
43483,20,0.0003586930106393
43484,20,0.0001576655195094
43488,25,0.0001705919567029
43489,21,5.646593854180537e-05
43490,21,6.926277274033055e-05
43491,21,0.0013628035085275
43492,21,0.0002737879694905
43493,54,9.962584590539336e-05
43494,45,8.563280425732955e-05
43495,21,0.0029043105896562
43496,45,0.0005068477476015
43497,45,7.487528637284413e-05
43498,24,7.012756395852193e-05
43499,33,8.37697516544722e-05
43501,30,0.000149188155774
43502,30,0.0002384805411566
43503,61,0.0001806062064133
43504,21,8.7342930783052e-05
43508,44,6.60225487081334e-05
43509,46,7.446293602697551e-05
43511,30,0.0001507134875282
43512,21,8.062439155764878e-05
43513,30,8.617945422884077e-05
43514,30,0.0008501475676894
43515,24,0.0004922832013107
43518,12,0.0001047452460625
43520,21,7.579156954307109e-05
43523,60,8.018023800104856e-05
43527,54,7.160709355957806e-05
43530,39,0.0039580459706485
43538,45,0.090538315474987
43539,40,9.633023000787944e-05
43540,40,7.692719373153523e-05
43541,40,0.0001123573529184
43542,55,0.009947856888175
43544,22,0.0368700847029686
43559,34,0.0002163430472137
43561,33,0.0010130367008969
43563,21,0.0192953720688819
43570,30,0.0003971243277192
43571,30,0.0002474882930982
43572,30,0.0001721613225527
43573,30,0.0001435674203094
43575,30,0.0007585153798572
43576,30,0.0003654483589343
43577,30,0.0001815868308767
43580,36,6.755409413017333e-05
43581,30,0.0001537516945973
43587,33,0.0001016710302792
43590,26,9.391142521053553e-05
43591,33,0.0001127002979046
43592,36,7.459570042556152e-05
43593,24,8.644579793326557e-05
43594,36,0.0001542530226288
43595,26,0.0001151167671196
43596,36,7.125017873477191e-05
43597,26,0.0002155472466256
43598,26,9.898428834276274e-05
43599,26,0.0002903238346334
43600,33,0.0001213269715663
43602,26,0.000126695347717
43603,29,0.0001650874764891
43610,31,6.566703086718917e-05
43611,23,0.0001878946786746
43612,21,6.209891580510885e-05
43613,21,0.0001868370600277
43615,45,0.0001888970436993
43616,26,0.0001292806264245
43618,40,8.656070713186637e-05
43619,22,8.174258255166933e-05
43621,19,9.293539187638088e-05
43622,19,6.494698027381673e-05
43623,19,0.000389913766412
43624,19,5.883335688849911e-05
43625,30,0.0001150594762293
43626,30,0.0040002493187785
43628,30,0.0001176441510324
43629,24,0.0001825383224058
43631,30,0.003250706475228
43633,30,0.0001165723369922
43636,20,0.0003372331848368
43642,23,0.0002411173627479
43643,23,0.0015896344557404
43644,33,0.0001009499537758
43645,33,9.23355037230067e-05
43646,40,9.88866449915804e-05
43647,40,7.131638267310336e-05
43649,22,7.083394302753732e-05
43652,21,0.0001041273062583
43653,21,0.0001156576618086
43655,30,0.0002684830978978
43656,24,7.828858360880986e-05
43657,30,0.0001693847443675
43658,40,6.297075742622837e-05
43660,54,7.182471017586067e-05
43661,45,0.0010103104868903
43662,45,0.0001249424240086
43665,22,0.0001085572584997
43666,26,0.0002106067695422
43670,21,7.002745405770838e-05
43671,26,0.0001877918548416
43676,21,0.0027142004109919
43677,20,0.0001045217504724
43678,20,0.0003640765207819
43679,54,0.0004312480159569
43680,21,0.0007762283203192
43681,23,0.0007737383712083
43683,21,0.0001424715155735
43693,23,7.084373646648601e-05
43697,12,0.0001130477248807
43699,21,0.0002496108936611
43700,23,0.0001367975637549
43701,32,7.940072100609541e-05
43702,32,0.0001033539156196
43704,30,0.000284036330413
43705,30,0.0001161275577032
43706,30,0.0002586001646704
43707,30,0.0002712862333282
43708,30,0.0002038893289864
43709,30,0.0004350079107098
43710,30,0.0001861183700384
43711,30,0.0004544710100162
43713,30,0.0001013923902064
43717,21,0.0003206704277545
43721,46,0.0001320956216659
43722,61,0.0001239197590621
43723,21,0.0004303871828597
43732,40,7.679635746171698e-05
43738,46,9.220580977853388e-05
43743,45,0.0012618148466572
43745,45,6.772263441234827e-05
43748,45,0.0023514961358159
43749,40,0.0001205817752634
43750,40,7.033115980448201e-05
43752,40,8.624053589301184e-05
43753,40,9.44139828789048e-05
43755,26,8.558105764677748e-05
43771,21,0.0244378801435232
43772,26,0.0002242392802145
43773,55,0.0037773312069475
43774,21,0.0010043722577393
43776,34,0.0002211368409916
43777,30,0.0001460659113945
43778,30,0.000130939122755
43779,30,0.0001350957900285
43780,30,0.0001217237586388
43781,30,9.310561290476473e-05
43782,30,0.0002378932549618
43783,30,0.000241042667767
43787,30,0.0001236204552697
43789,30,0.0001636208035051
43791,25,0.0530784763395786
43792,30,0.0001799420133465
43793,30,0.0001350957900285
43795,30,0.0001718754356261
43796,26,0.0002820276131387
43797,30,0.0001688197662588
43798,30,0.0002257817832287
43799,30,0.0001867903774837
43800,22,8.490450272802263e-05
43802,30,0.0001603663549758
43803,31,7.577610085718334e-05
43805,30,9.23955740290694e-05
43819,61,0.0001398787426296
43821,23,0.000227258860832
43825,21,0.001951755490154
43827,22,0.0001252983201993
43828,33,7.353823457378894e-05
43830,22,0.000153527551447
43832,26,8.990117930807173e-05
43837,20,0.0001269493077415
43841,46,0.0001001114433165
43843,23,6.006351395626552e-05
43844,33,7.431453559547663e-05
43846,33,6.154275615699589e-05
43851,21,7.507704867748544e-05
43852,63,0.00197598291561
43853,33,7.65779914218001e-05
43854,40,0.0001448539551347
43855,63,0.0001959923247341
43856,40,8.759181946516037e-05
43859,49,0.0004298514977563
43860,23,8.043594425544143e-05
43861,63,7.45875877328217e-05
43862,44,0.0001416492741554
43863,30,0.0001355130225419
43864,30,0.0007225134177133
43866,31,8.274250285467133e-05
43869,30,6.15260869381018e-05
43871,31,0.0002410164597677
43873,21,7.295959949260578e-05
43875,30,0.0001677304535405
43876,21,6.788020982639864e-05
43877,21,0.0001154668134404
43878,30,0.0001073716703103
43879,24,0.0001043325537466
43880,31,0.0003714486374519
43885,33,7.657639071112499e-05
43888,33,0.0001219753030454
43891,33,7.600695971632376e-05
43893,22,0.0001468835398554
43894,63,7.281794387381524e-05
43895,21,0.0001988197764148
43897,23,0.0161448493599891
43898,21,0.0001638423273107
43899,21,8.568116027163342e-05
43900,21,7.148864824557677e-05
43901,21,0.0003522541956044
43904,63,0.0001922260271385
43908,45,0.0014920620014891
43910,63,8.120091661112383e-05
43911,36,8.896242070477456e-05
43912,36,0.0005239761667326
43913,36,6.15035678492859e-05
43914,36,8.99224542081356e-05
43915,36,0.00010777307034
43918,21,9.995185973821208e-05
43919,21,7.099394133547321e-05
43920,45,0.0001919943169923
43921,21,0.0008935464429669
43922,21,7.525337423430756e-05
43932,34,0.0001275007962249
43933,42,6.349990144371986e-05
43937,40,0.000105848928797
43938,40,0.0007653575739823
43945,69,0.0003438307903707
43946,36,8.11284699011594e-05
43947,30,0.0002865329151973
43948,30,0.0007840871112421
43950,30,0.0003661932714749
43951,23,6.375291559379548e-05
43953,30,0.0001773273543221
43954,30,8.802179218037054e-05
43955,20,0.000630255730357
43956,30,0.0001895512396004
43957,20,0.0002694030990824
43959,30,0.000369451008737
43962,30,0.0003600107447709
43963,30,0.000197569883312
43964,30,8.251093095168471e-05
43965,30,0.0003705894923768
43969,22,0.0043715583160519
43978,12,8.482171688228846e-05
43984,23,0.0001208582907565
43985,24,0.0002796286426018
43986,69,0.0007309281500056
43987,54,7.222327258205041e-05
43989,32,0.0002186119236284
43991,32,0.0004110561567358
43993,32,0.0002386288397246
43998,32,0.0001216948512592
43999,32,8.740809425944462e-05
44003,25,7.863283099140972e-05
44006,13,0.0018608475802466
44019,55,0.0748879387974739
44020,22,0.0002217650035163
44021,26,7.911827560747042e-05
44025,21,0.0016524853417649
44026,45,0.0004407097876537
44028,45,0.0001047613332048
44034,24,0.0004984541446901
44037,30,0.0004314153338782
44039,26,6.076353747630492e-05
44041,45,7.07353901816532e-05
44042,45,9.977939043892547e-05
44043,22,9.994575520977378e-05
44044,21,0.0004723390447907
44048,61,0.0004043481312692
44054,22,7.165901479311287e-05
44056,24,7.043028745101765e-05
44059,21,7.898190233390778e-05
44066,19,0.0008777726325206
44072,38,0.0141437277197837
44075,20,6.000918074278161e-05
44087,25,0.0006273222970776
44088,40,7.390295650111511e-05
44091,40,9.393981599714608e-05
44102,24,0.0001081014997907
44103,69,0.0003902679600287
44104,57,7.195496436906978e-05
44109,30,8.520598930772394e-05
44110,30,0.000274258229183
44111,30,0.0001749153598211
44112,30,0.000206617405638
44113,30,0.0001621516857994
44114,30,0.0001284293830394
44116,30,0.0001411844568792
44117,24,0.0001221585116581
44118,30,0.0001188282985822
44119,30,0.0004996667266823
44120,30,0.000223444061703
44121,30,0.0011144855525344
44122,30,8.959565457189456e-05
44123,30,0.0066874893382191
44124,30,0.0001726637274259
44125,30,0.0002536187821533
44127,46,7.912212458904833e-05
44128,21,8.518924005329609e-05
44129,21,0.0003052499669138
44130,21,0.0001494859170634
44131,22,7.534938049502671e-05
